c1c[nH+]c[nH]1,298.15
Cn1cc[nH+]c1,298
CCn1cc[nH+]c1,290.15
CCCCn1cc[nH+]c1,298.1
OCCCCCCn1cc[nH+]c1,298
N#CCCn1cc[nH+]c1,298.1
Cc1[nH]cc[n+]1C,298
CCn1cc[nH+]c1C,292.05
CCSc1[nH+]ccn1C,298
CCCCSc1[nH+]ccn1C,298.1
Cc1[nH]cc[n+]1CCCS(O)(=O)=O,290.15
CCc1[nH]cc[n+]1CCCS(O)(=O)=O,298
OS(=O)(=O)CCC[n+]1cc[nH]c1-c1ccccc1,298.1
Cn1cc[n+](C)c1,298.1
CCn1cc[n+](C)c1,292.15
CCn1cc[n+](C)c1C,298.1
CCn1cc[n+](CC)c1,298.1
CCn1cc[n+](CC)c1C,289.55
CCn1c[n+](C)cc1C,313.15
CCn1c[n+](CC)cc1C,298.15
CCC[n+]1ccn(C)c1,323.2
CC(C)[n+]1ccn(C)c1,323.2
CCC[n+]1ccn(CC)c1,298.15
CCCn1cc[n+](CCC)c1,298.15
CCC[n+]1ccn(C)c1C,298.15
CCCCn1cc[n+](C)c1,293
CCCC[n+]1ccn(CC)c1,293.15
CCCCn1cc[n+](CCCC)c1,343.15
CC(C)Cn1cc[n+](CC(C)C)c1,293.15
CCCCn1cc[n+](C)c1C,323.15
CC(C)Cn1cc[n+](C)c1,293
CCCCCn1cc[n+](C)c1,293.15
CC(C)CCn1cc[n+](C)c1,293
CCCCCn1cc[n+](CCCC)c1,293.15
CCCC[n+]1ccn(CCC(C)C)c1,293
CCCCCn1cc[n+](CCCCC)c1,293.15
CCCCC[n+]1ccn(C)c1C,323.15
CCCCCC[n+]1ccn(C)c1,333
CC(C)CCC[n+]1ccn(C)c1,293.15
CCCCCCn1cc[n+](CC)c1,293
CCCCCCn1cc[n+](CCCC)c1,293.15
CCCCCCn1cc[n+](CCCCCC)c1,293
CCCCCC[n+]1ccn(C)c1C,293.15
CCCCCCC[n+]1ccn(C)c1,293
CC(C)CCCC[n+]1ccn(C)c1,293.15
CCCCCCC[n+]1ccn(C)c1C,293.15
CCCCCCCn1cc[n+](CCCCCCC)c1,293
CCCCCCCCn1cc[n+](C)c1,293.15
CCCCCCCCn1cc[n+](CC)c1,293
CCCCCCCCn1cc[n+](CCCC)c1,293.15
CCCCCCCCn1cc[n+](CCCCCCCC)c1,293
CCCC[C@H](CC)Cn1cc[n+](C[C@H](CC)CCCC)c1,293.15
CCCCCCCC[n+]1ccn(C)c1C,293.15
CCCCCCCCCn1cc[n+](C)c1,293
CCCCCCCCCn1cc[n+](CCCCCCCCC)c1,293.15
CCCCCCCCCCn1cc[n+](C)c1,303.15
CCCCCCCCCCn1cc[n+](C)c1C,293
CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1,293.15
CCCCCCCCCCCn1cc[n+](C)c1,293
CCCCCCCCCCCCn1cc[n+](C)c1,293.15
CCCCCCCCCCCCn1cc[n+](CCCCCCCCCCCC)c1,318.15
CCCCCCCCCCCCCCn1cc[n+](C)c1,293.15
CCCCCCCCCCCCCCCCn1cc[n+](C)c1,293.15
CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1,293.15
C[n+]1ccn(c1)C1CCCC1,293.15
CCCC[n+]1ccn(c1)C1CCCC1,293.15
C[n+]1ccn(CC2CCCC2)c1,293.15
C[n+]1ccn(CCC2CCCC2)c1,293.15
C[n+]1ccn(c1)C1CCCCC1,293.15
C[n+]1ccn(CC2CCCCC2)c1,293.15
C[n+]1ccn(CCC2CCCCC2)c1,293.15
C[n+]1ccn(CCCC2CCCCC2)c1,293.15
C[n+]1ccn(c1)C1CCCCCC1,293.15
C[n+]1ccn(CC=C)c1,293.15
CC[n+]1ccn(CC=C)c1,293.15
CCC[n+]1ccn(CC=C)c1,293.15
CCCC[n+]1ccn(CC=C)c1,293.15
CCCCCC[n+]1ccn(CC=C)c1,293.15
CCCCCCCC[n+]1ccn(CC=C)c1,298.2
CCCCCCCCCC[n+]1ccn(CC=C)c1,298.2
CCCCCCCCCCCC[n+]1ccn(CC=C)c1,293.15
CCCCCCCCCCCCCC[n+]1ccn(CC=C)c1,298.2
Cc1n(CC=C)cc[n+]1C,298.2
Cc1n(CCC=C)cc[n+]1C,318.15
CC(C)=C[n+]1ccn(C)c1,293.15
C\C=C\C[n+]1ccn(C)c1C,293.15
CCCCCCCC\C=C\CCCCCCCC[n+]1ccn(C)c1,293.15
CCCCCCCC\C=C/CCCCCCCC[n+]1ccn(C)c1,313.15
CCCCC\C=C/C\C=C/CCCCCCCC[n+]1ccn(C)c1,313.15
C[n+]1ccn(C=C)c1,313.15
CC[n+]1ccn(C=C)c1,298.15
CCC[n+]1ccn(C=C)c1,298.15
CCCC[n+]1ccn(C=C)c1,293.15
CCCCCCCC[n+]1ccn(C=C)c1,298.15
CCCCCCCCCC[n+]1ccn(C=C)c1,298.15
C=CCn1cc[n+](C=C)c1,298.15
C=CCn1cc[n+](CC=C)c1,298.15
C[n+]1ccn(CC#C)c1,298.15
C#CCn1cc[n+](CC#C)c1,298.15
C[n+]1ccn(Cc2ccccc2)c1,298.15
Cc1[nH+]ccn1Cc1ccccc1,298.15
C[n+]1ccn(CCc2ccccc2)c1,298.15
C[n+]1ccn(CCCc2ccccc2)c1,298.2
C(c1ccccc1)n1cc[n+](Cc2ccccc2)c1,293
C[n+]1ccn(CCO)c1,293.2
C[n+]1ccn(CCCO)c1,298.2
CC[n+]1ccn(CCCO)c1,293
C[C@H](O)Cn1cc[n+](C)c1,293
C[n+]1ccn(CCCCCCO)c1,293
CC[n+]1ccn(CCCCCCO)c1,293
CCCC[n+]1ccn(CCCCCCO)c1,293
CCCOCn1cc[n+](COCCC)c1,333.2
CCCCOCn1cc[n+](COCCCC)c1,333.2
CCCCCOCn1cc[n+](COCCCCC)c1,333.2
CCCCCCOCn1cc[n+](COCCCCCC)c1,333.2
CCCCCCCOCn1cc[n+](COCCCCCCC)c1,298.2
CCCCCCCCOCn1cc[n+](COCCCCCCCC)c1,298.2
COCn1cc[n+](C)c1,298.2
CC[n+]1ccn(COC)c1,298.2
CCC[n+]1ccn(COC)c1,303.15
CCCC[n+]1ccn(COC)c1,293
CCOCn1cc[n+](C)c1,298.2
CCOCn1cc[n+](CC)c1,298.2
CCC[n+]1ccn(COCC)c1,298.2
CCCC[n+]1ccn(COCC)c1,298.1
COCC[n+]1ccn(C)c1,298
CC[n+]1ccn(CCOC)c1,293
CCC[n+]1ccn(CCOC)c1,283.15
CCCC[n+]1ccn(CCOC)c1,293.15
CCOCCn1cc[n+](C)c1,293
CCOCCn1cc[n+](CC)c1,293.15
CCC[n+]1ccn(CCOCC)c1,293.15
CCCC[n+]1ccn(CCOCC)c1,293.15
COCCOCCn1cc[n+](C)c1,298.15
COCCOCCOCCn1cc[n+](C)c1,298.15
COCCn1cc[n+](COC)c1,298.15
COCCn1cc[n+](CCOC)c1,298.15
CCOCn1cc[n+](CCOC)c1,298.15
CCOCC[n+]1ccn(COC)c1,298.15
CCOCC[n+]1ccn(COCC)c1,298.15
CCOCC[n+]1ccn(CCOC)c1,298.15
CCOCCn1cc[n+](CCOCC)c1,298.15
COCC[n+]1ccn(C)c1C,298.2
CCc1n(C)cc[n+]1CCOC,298
CCn1cc[n+](CCOC)c1C,298
CCc1n(CC)cc[n+]1CCOC,298.15
CCCn1cc[n+](CCOC)c1C,298
CCCn1cc[n+](CCOC)c1CC,298
CCCCn1cc[n+](CCOC)c1C,298.2
CCCCn1cc[n+](CCOC)c1CC,298
CCCCCn1cc[n+](CCOC)c1C,283.2
CCCCCn1cc[n+](CCOC)c1CC,313.15
CCOCC[n+]1ccn(C)c1C,313.15
CCOCC[n+]1ccn(C)c1CC,293
CCOCC[n+]1ccn(CC)c1C,293
CCOCC[n+]1ccn(CC)c1CC,293.2
CCCn1cc[n+](CCOCC)c1C,296
CCCn1cc[n+](CCOCC)c1CC,293.2
CCCCn1cc[n+](CCOCC)c1C,293.15
CCCCn1cc[n+](CCOCC)c1CC,298.2
CCCCCn1cc[n+](CCOCC)c1C,298.2
CCCCCn1cc[n+](CCOCC)c1CC,293.2
CCc1n(CCOC)cc[n+]1CCOC,293.2
CCOCC[n+]1ccn(CCOC)c1C,293.2
CCOCC[n+]1ccn(CCOC)c1CC,278
CCOCCn1cc[n+](CCOCC)c1C,283
CCOCCn1cc[n+](CCOCC)c1CC,298.2
COCCCn1cc[n+](C)c1,293.15
COCCCn1cc[n+](CCOC)c1C,293
CCc1n(CCCOC)cc[n+]1CCOC,293.15
CCOCC[n+]1ccn(CCCOC)c1C,293
CCOCC[n+]1ccn(CCCOC)c1CC,298.2
C[n+]1ccn(CCOCCO)c1,298.15
CCCCOCc1n(C)cc[n+]1CCC,283.15
CCOCc1n(C)cc[n+]1C,278.15
CCCOCc1n(C)cc[n+]1C,323.15
CCOCc1n(C)cc[n+]1CC,283
CCCOCc1n(CC)cc[n+]1C,298.15
CCOCc1n(CC)cc[n+]1CC,298.15
CCCOCc1n(CC)cc[n+]1CC,308.15
CCOCc1n(C)cc[n+]1CCOC,323.15
CCCOCc1n(C)cc[n+]1CCOC,313
CCOCc1n(CC)cc[n+]1CCOC,313.15
CCCOCc1n(CC)cc[n+]1CCOC,323.15
CCOCC[n+]1ccn(C)c1COCC,293
CCCOCc1n(C)cc[n+]1CCOCC,293.15
CCOCC[n+]1ccn(CC)c1COCC,293.15
CCCOCc1n(CC)cc[n+]1CCOCC,293.15
CCC[n+]1ccn(C)c1COCC,293.15
CCCOCc1n(C)cc[n+]1CCC,298.2
CCC[n+]1ccn(CC)c1COCC,298.2
CCCOCc1n(CC)cc[n+]1CCC,323.15
CCCC[n+]1ccn(C)c1COCC,303.2
CCCC[n+]1ccn(C)c1COCCC,298.15
CCCC[n+]1ccn(CC)c1COCC,303.2
CCCC[n+]1ccn(CC)c1COCCC,298.15
CCCCC[n+]1ccn(C)c1COCC,264.9
CCCCC[n+]1ccn(C)c1COCCC,283.15
CCCCC[n+]1ccn(CC)c1COCC,298.15
CCCCC[n+]1ccn(CC)c1COCCC,298.2
COC[n+]1ccn(C)c1C,298.2
CCc1n(C)cc[n+]1COC,298
CCc1n(CC)cc[n+]1COC,298
CCCn1cc[n+](COC)c1C,298.15
CCCn1cc[n+](COC)c1CC,298
CCCCn1cc[n+](COC)c1C,298
CCCCn1cc[n+](COC)c1CC,278.15
COCCn1cc[n+](COC)c1C,278.15
CCc1n(CCOC)cc[n+]1COC,298.15
CCOCCn1cc[n+](COC)c1C,298.15
CCOCCn1cc[n+](COC)c1CC,298.2
CCOCc1n(C)cc[n+]1CC,298.2
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC[n+]1ccn(C)c1,298.15
CCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCCCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCCCCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCCCCCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCCCCCCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCCCCCCCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCCCCCCCCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CC[SiH](CC)CC,187.6
